Period,Date,Open,High,Low,Close,Adj Close,Volume,OBV,OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,OBV10DaySlope,AD,AD3DaySlope,AD4DaySlope,AD5DaySlope,AD10DaySlope,PVT,PVT3DaySlope,PVT4DaySlope,PVT5DaySlope,PVT10DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto1DayPercentSlope,SlowSto3DaySlope,SlowSto4DaySlope,SlowSto5DaySlope,SlowSto10DaySlope,Gain,Loss,14DayAvgGain,14DayAvgLoss,14DayRelativeStrength,14DayRSI,14DayRSI1DaySlope,14DayRSI3DaySlope,14DayRSI4DaySlope,14DayRSI5DaySlope,14DayRSI10DaySlope,VIXOpen,VIXHigh,VIXLow,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,VIX3DaySlope,VIX4DaySlope,VIX5DaySlope,VIX10DaySlope,VIXSlowStochastic,VIXSlowSto1DaySlope,VIXSlowSto3DaySlope,VIXSlowSto4DaySlope,VIXSlowSto5DaySlope,VIXSlowSto10DaySlope,Buy/Sell,B/S/H_LinReg,BuySell
49,11/9/2006,1385.430054,1388.920044,1377.310059,1378.329956,1378.329956,3012050000,45604520000,-98615000,1013230000,1539663000,125058000,32819013941,-710616378.1,-469598775.4,83394748.34,127548755.6,1944509882,-5100422.776,-720002.4306,6049448.381,1097500.88,85.83620738,-9.412831561,-9.882337571,-2.872251577,-0.187264528,3.517669775,0.433229526,0,7.390015,3.005528928,2.071153531,1.451137679,59.20261809,-6.870036428,-2.691429543,-0.985909348,1.54805131,-0.292183278,10.65,11.07,10.57,11.01,0.26,2.418604651,-0.04,-0.079,-0.071,-0.015878788,21.82410423,8.469055375,-1.302931596,-2.573289902,-2.312703583,0.646544137,HOLD,-0.471931168,
50,11/10/2006,1378.329956,1381.040039,1375.599976,1380.900024,1380.900024,2290200000,47894720000,-360925000,326686000,926149000,149016606.1,34991324736,-155271435.1,-22961955.04,-91501694.26,162994580.9,1948780245,-5896417.472,-3385464.489,-1036837.021,1719154.264,89.10976193,3.273554544,3.813722255,-3.069638509,-1.682567739,-0.289137653,0.809998085,2.570068,0,2.974424576,1.923213993,1.546590544,60.73181052,1.529192433,-2.670421997,-1.843103639,-0.988865477,-0.058622327,11.01,11.12,10.77,10.79,-0.22,-1.99818347,0.02,-0.064,-0.082,-0.055212121,14.65798046,-7.166123779,0.651465798,-2.084690554,-2.671009772,-0.572058175,HOLD,0.080136042,
51,11/13/2006,1380.579956,1387.609985,1378.800049,1384.420044,1384.420044,2386340000,50281060000,2338270000,728367000,823677000,427843575.8,35649551431,1415268745,321536227.1,250806659.7,237407989,1954863209,5176663.457,-1285925.08,-1148787.222,2717293.381,93.59329212,4.483530189,5.031469159,3.878542367,-0.169368594,-0.211411386,1.454262985,3.52002,0,3.013395678,1.785841565,1.687381309,62.78905428,2.057243762,1.793218097,-0.832160827,-0.893368978,0.368045114,11.19,11.26,10.69,10.86,0.07,0.648748842,-0.075,0.011,-0.042,-0.063939394,16.93811075,2.280130293,-2.442996743,0.358306189,-1.368078176,-1.077781912,HOLD,0.361311947,
52,11/14/2006,1384.359985,1394.48999,1379.069946,1393.219971,1393.219971,3027480000,53308540000,2706910000,2549840000,1406048000,1003338606,38178335433,1593505348,1673619117,858347314.3,473236658.3,1974107082,12663418.1,9487456.22,3742132.941,4672652.407,98.47993028,4.886638159,5.221141439,4.685084174,4.241469887,1.42188674,2.301664977,8.799927,0,3.426719344,1.658281453,2.06642807,67.38876709,4.599712805,3.328478284,2.661569076,0.621866134,1.085402323,10.89,11.31,10.14,10.5,-0.36,-3.314917127,-0.145,-0.146,-0.065,-0.094848485,11.00917431,-5.928936437,-1.824403072,-3.016465947,-0.957774258,-2.049361885,BUY,0.601264746,
53,11/15/2006,1392.910034,1401.349976,1392.130005,1396.569946,1396.569946,2831130000,56139670000,2929305000,2776233000,2648412000,1487125091,38073906018,1212177293,1177652785,1369679485,503246235,1980914488,13025639.58,11564660.08,9813604.833,5289877.961,94.71294309,-3.766987182,-3.825131853,0.559825488,2.169618166,2.712363977,2.134937617,3.349975,0,3.421237605,1.539832778,2.221824118,68.96168247,1.572915384,3.086314095,2.928932866,2.617508533,1.213350339,10.47,10.61,10.13,10.31,-0.19,-1.80952381,-0.275,-0.18,-0.169,-0.101515152,5.487804878,-5.521369434,-5.725152936,-3.343946317,-3.632140486,-2.312152192,HOLD,0.401418847,
54,11/16/2006,1396.530029,1403.76001,1396.530029,1399.76001,1399.76001,2835730000,58975400000,2833430000,2891415000,2801997000,1822606667,37771890567,-203222433.1,626258799.1,798548624.9,557865788.3,1987391901,6642409.714,10439348.27,10327459.04,5539081.23,95.66066646,0.947723367,1.000627091,-1.409631907,0.243513585,1.422146004,1.785937056,3.190064,0,3.404725204,1.429844723,2.381185279,70.42457252,1.46289005,1.517902717,2.44794701,2.555815219,1.238168492,10.13,10.35,10.04,10.16,-0.15,-1.454898157,-0.17,-0.229,-0.181,-0.107818182,3.560830861,-1.926974018,-3.724171726,-4.56532091,-3.364460506,-2.548002153,HOLD,0.346337817,
55,11/17/2006,1399.76001,1401.209961,1394.550049,1401.199951,1401.199951,2726100000,61701500000,2780915000,2801461000,2850774000,1952452788,40489795785,1207944883,663236560.6,927404384.2,648982429.8,1990196255,4640883.657,5474493.442,8395091.237,4832363.905,96.73711411,1.076447645,1.125277175,1.012085506,-0.428072514,0.346838016,0.907752427,1.439941,0,3.264383475,1.327712957,2.458651517,71.08699749,0.662424968,1.062657509,1.255758125,1.963169185,0.938515758,10.37,10.48,10.05,10.05,-0.11,-1.082677165,-0.13,-0.15,-0.196,-0.122181818,0.348432056,-3.212398805,-2.569686411,-3.390920079,-4.062770084,-2.744483796,HOLD,0.396565868,
56,11/20/2006,1401.170044,1404.369995,1397.849976,1400.5,1400.5,2546710000,59154790000,89695000,1177146000,1725433000,1856900606,40013276876,1120693155,853601779,608577265.3,756446544.4,1988924080,766089.4693,2683312.993,3891576.405,5123267.227,94.99159564,-1.745518465,-1.804393775,-0.33453541,0.191240529,-0.495249826,0.678381631,0,0.699951,3.031213227,1.282872817,2.362832221,70.2631611,-0.823836389,-0.080705711,0.456686085,0.787410304,1.03999186,10.42,10.48,9.91,9.97,-0.08,-0.7960199,-0.095,-0.113,-0.132,-0.127454545,2,1.651567944,-0.78041543,-1.367581344,-2.315772145,-2.531344573,HOLD,0.197910492,
57,11/21/2006,1400.430054,1403.48999,1399.98999,1402.810059,1402.810059,2597940000,61752730000,25615000,578528000,1140551000,1885002303,41601834051,556019133.1,1101331155,929724237.5,853421101.7,1993209260,1506502.295,1617990.153,2612172.275,5552112.335,97.98118854,2.989592898,3.147218317,0.622037216,0.521604777,0.586742007,0.783327036,2.310059,0,2.979702211,1.191239044,2.501347001,71.43956312,1.176402025,0.176282818,0.222113542,0.479434988,1.224129597,10.05,10.06,9.84,9.9,-0.07,-0.702106319,-0.075,-0.086,-0.101,-0.126787879,1.954397394,-0.045602606,0.802982669,-0.316773245,-0.862764583,-2.173185115,HOLD,0.311265889,
58,11/22/2006,1402.689941,1407.890015,1402.26001,1406.089966,1406.089966,2237710000,63990440000,2417825000,946476000,1008131000,2029470364,42408643849,1197683487,734510136.6,1038554483,975946831.5,1998441245,4758582.356,2902014.778,2511169.189,6190513.063,97.77194191,-0.209246629,-0.213557961,1.390173135,0.609407631,0.546662533,1.043832664,3.279907,0,3.00114541,1.106150541,2.713143735,73.06864287,1.629079742,1.402740884,0.712133816,0.564070633,1.513191555,10.02,10.15,9.81,10.14,0.24,2.424242424,0.085,0.02,-0.019,-0.121272727,10.64516129,8.690763896,4.322580645,3.08445851,1.57746262,-1.806880742,HOLD,0.457687933,
59,11/24/2006,1405.939941,1405.939941,1399.25,1400.949951,1400.949951,832550000,63157890000,702580000,1424701000,774843000,1741373333,41999204966,198685457.2,676459406.8,541418533.5,824473211.4,1995397827,1094283.333,2465322.483,1992030.722,5133021.234,91.40975288,-6.362189032,-6.507172618,-3.28571783,-1.095477492,-0.787437619,0.299207053,0,5.140015,2.786777881,1.394283717,1.998716508,66.65239954,-6.416243332,-2.393581795,-0.920320495,-0.606371414,0.909474317,10.81,10.86,10.56,10.73,0.59,5.818540434,0.415,0.252,0.153,-0.058848485,29.67741935,19.03225806,13.86151098,9.172302196,6.730313589,0.194997611,HOLD,-0.187871505,
60,11/27/2006,1400.949951,1400.949951,1381.439941,1381.959961,1381.959961,2711210000,60446680000,-1771880000,-475070000,398894000,1245304000,39432524202,-1488059823,-691736843,-76413443.19,566544499.2,1958647156,-19897044.51,-10672973.11,-5836528.195,1738814.668,67.90439227,-23.50536061,-25.71428088,-14.93377482,-9.659257783,-6.07458424,-1.576850294,0,18.98999,2.587722318,2.65111988,0.976086497,49.39492774,-17.2574718,-11.83685756,-7.255014949,-4.652363031,-0.623913784,11.26,12.33,11.14,12.3,1.57,14.63187325,1.08,0.779,0.549,0.077939394,80.32258065,50.64516129,34.83870968,25.41368078,18.43681833,4.386406024,SELL,-1.202477013,
61,11/28/2006,1381.609985,1387.910034,1377.829956,1386.719971,1386.719971,2639750000,63086430000,-35730000,-542324000,-87636000,900165393.9,41448971723,-275116621.4,-544569714.1,-328184430.3,408652892.5,1967739486,-13829170.38,-12885594.73,-9073363.72,-873514.619,72.29415744,4.389765163,6.464626243,-9.557797721,-9.993871403,-8.124161184,-2.657529108,4.76001,0,2.742885724,2.461754174,1.114199684,52.70077811,3.305850367,-6.975810715,-7.836106608,-6.115128517,-1.702416429,12.48,12.55,11.56,11.62,-0.68,-5.528455285,0.445,0.601,0.56,0.164,63.95759717,-16.36498347,17.14008891,21.05824689,19.36838189,7.041253113,HOLD,0.204768343,
62,11/29/2006,1386.109985,1401.140015,1386.109985,1399.47998,1399.47998,2790970000,65877400000,2715360000,1079828000,370246000,753876909.1,43623428265,2095452031,688911741.9,187933559,467657602.9,1993420808,17386826.22,316127.4481,-3769921.392,-958195.7575,86.92471086,14.63055342,20.23753224,9.510159291,-0.906536091,-4.081005755,-2.35623053,12.760009,0,3.458394529,2.28591459,1.512915025,60.20557838,7.504800273,5.40532532,-1.60346131,-3.967775041,-1.942636676,11.41,11.43,10.67,10.83,-0.79,-6.798623064,-0.735,-0.038,0.227,0.173757576,37.22627737,-26.7313198,-21.54815164,0.628159058,8.744240998,7.272832615,BUY,0.840006959,
63,11/30/2006,1399.469971,1406.300049,1393.829956,1400.630005,1400.630005,4006230000,69883630000,3398600000,3110182000,1888220000,862502242.4,43986461639,1268744958,1583626885,816541740.9,473501047.4,1996712934,14486724.16,13987865.8,3740386.756,-643585.052,88.71268313,1.787972273,2.056920588,8.209262846,7.705542599,1.362617908,-2.068475404,1.150025,0,3.293510991,2.122634977,1.551614398,60.80912536,0.603546982,4.054173627,4.174739314,-0.087589771,-1.958006198,10.88,11.3,10.58,10.91,0.08,0.738688827,-0.355,-0.496,-0.111,0.171212121,40.1459854,2.919708029,-11.90580589,-14.72611055,-2.215917118,6.977794556,HOLD,0.37089876,
64,12/1/2006,1400.630005,1402.459961,1385.930054,1396.709961,1396.709961,2800980000,67082650000,602625000,1599489000,2006914000,840802060.6,44838775503,607673618.9,1053244471,1334999252,434032634.7,1988873630,-2273589.077,6669455.818,8942639.689,-516241.5538,82.6180939,-6.094589233,-6.870031452,-2.15330848,3.275978165,4.584592894,-1.977240436,0,3.920044,3.058260206,2.251021336,1.358610049,57.6021479,-3.206977457,-1.301715237,1.530765638,2.452278758,-1.951956886,11.07,12.28,10.96,11.66,0.75,6.874427131,0.415,0.02,-0.199,0.19230303,67.51824818,27.37226277,15.1459854,1.360166104,-4.942027671,7.627224919,HOLD,-0.068420015,
65,12/4/2006,1396.670044,1411.22998,1396.670044,1409.119995,1409.119995,2766320000,69848970000,-17330000,911373000,1473033000,1053462364,46803320865,1408429613,1039199166,1192404552,597255711.7,2013452910,8369987.858,5225700.132,8687966.992,1120786.557,96.88148989,14.263396,17.26425208,4.084403381,2.377574788,4.486804795,-0.878147085,12.410034,0,3.726244049,2.090234097,1.782692213,64.0635786,6.461430695,1.627226619,0.836702321,2.012217051,-1.393880907,12.01,12.01,10.98,11.23,-0.43,-3.687821612,0.16,0.195,0.005,0.164424242,51.82481752,-15.69343066,5.839416058,7.116788321,0.602641149,6.431248632,BUY,0.654066708,
66,12/5/2006,1409.099976,1415.27002,1408.780029,1414.76001,1414.76001,2755700000,72604670000,2761010000,1092944000,1341988000,1147895697,49125912543,2143568520,1738289807,1382182778,778870103.5,2024482623,17804496.59,10788834.66,7886360.577,2992724.843,99.28868972,2.407199825,2.484684977,8.33529791,4.599141576,3.289676448,0.234130167,5.640015,0,3.862941974,1.940931662,1.990251409,66.55799586,2.494417257,4.477923976,2.370804218,1.595928819,-0.669535881,11.13,11.59,10.85,11.27,0.04,0.35618878,-0.195,0.065,0.12,0.119090909,53.28467153,1.459854015,-7.116788321,2.372262774,4.379562044,4.801049087,HOLD,0.552691724,
67,12/6/2006,1414.400024,1415.930054,1411.050049,1412.900024,1412.900024,2725280000,69879390000,15210000,1114592000,551354000,1103844545,48466900864,831789999.1,1320696776,1324801549,919986025.5,2020899696,3723392.788,10710791,8398251.577,4523896.743,95.40835761,-3.880332103,-3.908131041,-0.736566139,4.077799098,3.006194479,1.281973145,0,1.859986,3.587017547,1.935149829,1.853612311,64.95669731,-1.601298549,0.446559354,2.455806547,1.725099185,0.090803484,11.39,11.55,11.19,11.33,0.06,0.532386868,0.05,-0.095,0.045,0.056606061,55.47445255,2.189781022,1.824817518,-3.467153285,1.642335766,2.665619588,HOLD,0.098310892,
68,12/7/2006,1412.859985,1418.27002,1406.800049,1407.290039,1407.290039,2743150000,67136240000,-2734215000,-1086347000,13760000,960842727.3,45958122174,-1583895184,-319460775.2,390227334.1,894833862.2,2010007891,-7237365.863,-1391798.331,4971530.848,5474127.568,82.11730207,-13.29105554,-13.93070364,-8.585693823,-4.817289557,-0.247471593,1.622085511,0,5.609985,3.330802008,2.197638055,1.515628108,60.24849632,-4.708200988,-3.154749768,-1.304654539,0.618581554,0.781517394,11.35,12.68,11.17,12.67,1.34,11.82700794,0.7,0.438,0.212,0.065878788,99.65156794,44.17711539,23.18344821,14.56700323,6.791627457,2.870507247,SELL,-0.420051893,
69,12/8/2006,1407.27002,1414.089966,1403.670044,1409.839966,1409.839966,2440460000,69576700000,-151345000,-1182706000,-601297000,857322666.7,46407788961,-1029555951,-1066314943,-395885417.7,823889073.1,2014429862,-3234916.896,-4105008.824,-1252082.816,6322460.467,86.27027595,4.152973879,5.057367661,-4.569040832,-5.234629685,-3.839381553,1.954331,2.549927,0,3.275025222,2.040663908,1.604882219,61.61054835,1.362052032,-1.673074478,-1.95505435,-1.121556003,1.274171211,12.58,12.67,11.91,12.07,-0.6,-4.735595896,0.37,0.374,0.308,0.051090909,78.7456446,-20.90592334,11.63559602,12.05600346,10.02085506,2.125023483,HOLD,0.131754741,
70,12/11/2006,1409.810059,1415.599976,1408.560059,1413.040039,1413.040039,2289900000,71866600000,2365180000,840209000,-177883000,620155151.5,47032328493,537103159.2,-385405032.6,-624628000.3,562460643.8,2019627506,4809807.509,60540.29535,-1618006.721,4773565.185,91.4821191,5.211843155,6.041296492,4.682408517,-0.762574165,-2.475122289,1.066131493,3.200073,0,3.269671492,1.894902201,1.725509364,63.30961056,1.699062208,1.53055712,-0.357920821,-0.984291955,0.770116377,11.88,11.93,10.71,10.71,-1.36,-11.26760563,-0.98,-0.246,-0.038,0.050545455,31.35888502,-47.38675958,-34.14634146,-9.325262596,-2.058038099,1.576385097,BUY,0.333824903,
71,12/12/2006,1413,1413.780029,1404.75,1411.560059,1411.560059,2738170000,69128430000,-224135000,826647000,322844000,271192969.7,48424178286,1008194662,802270786.7,98876116.31,419262289.1,2016759621,1164879.649,2545283.364,133946.6031,2935239.379,88.29387138,-3.18824772,-3.485104795,1.011797718,2.37415511,-0.486415542,0.010887947,0,1.47998,3.036123528,1.865264901,1.627717075,61.9441526,-1.365457954,0.166802127,0.678603106,-0.296397517,0.24330922,11.2,11.39,10.35,10.65,-0.06,-0.56022409,-0.71,-0.742,-0.332,0.020666667,29.26829268,-2.090592334,-24.73867596,-25.85365854,-12.07050027,0.416214846,HOLD,0.017246602,
72,12/13/2006,1411.319946,1416.640015,1411.050049,1413.209961,1413.209961,2552260000,71680690000,-92955000,357380000,864063000,174273272.7,47844258369,405964938,570125801.6,578866171.3,304847750,2019742830,57661.89467,1307101.997,2179963.691,2377538.759,91.16764624,2.87377486,3.254784069,-0.15723643,1.150386317,2.012428378,-0.106169941,1.649902,0,2.937107705,1.732031693,1.695758637,62.90469087,0.960538264,-0.202459845,0.25169696,0.564599335,0.157174174,10.45,10.58,10.15,10.18,-0.47,-4.41314554,-0.265,-0.573,-0.64,-0.075757576,12.89198606,-16.37630662,-9.233449477,-19.96515679,-22.29965157,-2.998820063,BUY,0.131453957,
73,12/14/2006,1413.160034,1427.22998,1413.160034,1425.48999,1425.48999,2729700000,74410390000,2640980000,1018363000,948147000,422985393.9,49898809977,737315845.7,801952453.7,779397190.9,275540310.2,2043462444,13351411.71,7448802.333,5818048.922,3014055.546,97.3736,6.205953756,6.807188747,4.539864308,2.054821755,2.189217524,0.18304737,12.280029,0,3.604459226,1.608315144,2.241139891,69.14665723,6.241966364,3.601252314,1.847167829,1.466729807,0.419029972,10.74,10.75,9.64,9.97,-0.21,-2.062868369,-0.34,-0.269,-0.473,-0.170424242,10.85526316,-2.036722905,-9.206514763,-7.78871722,-15.42476618,-6.03534064,HOLD,0.588013669,
74,12/15/2006,1425.47998,1431.630005,1425.47998,1427.089966,1427.089966,3229580000,77639970000,2979640000,2826432000,1682870000,606254606.1,48360142969,257942300.3,186244565.8,413026064.4,147461674.9,2047087339,13672254.27,11470276.73,8162248.807,2759012.82,93.57390319,-3.799696806,-3.90218376,1.203128475,2.204604919,1.32632968,-0.246278267,1.599976,0,3.461281852,1.493435491,2.31766412,69.85831103,0.7116538,3.476810082,2.998444165,2.029990558,0.40484376,9.68,10.07,9.39,10.05,0.08,0.802407222,-0.065,-0.201,-0.2,-0.199333333,20.06079027,9.205527116,3.584402105,-2.965923013,-4.100921901,-6.38988498,HOLD,0.212153957,
75,12/18/2006,1427.079956,1431.810059,1420.650024,1422.47998,1422.47998,2568140000,75071830000,330720000,1340300000,1784608000,705897272.7,46634219540,-1632295219,-516878349.5,-306403289.2,13528210.54,2038791373,-2335535.73,6077052.27,7140801.245,2984460.829,86.82751857,-6.74638462,-7.209686023,-5.273040713,-1.682007981,-0.052644867,-0.225493142,0,4.609986,3.214047434,1.716046241,1.872937545,65.19242119,-4.665889839,-1.97711802,0.757484477,1.345015734,0.418356959,10.64,10.91,10.46,10.6,0.55,5.472636816,0.315,0.134,-0.023,-0.207393939,36.7781155,16.71732523,12.96142617,8.086391543,2.218844985,-6.303562013,HOLD,-0.349495696,
76,12/19/2006,1422.420044,1428.300049,1414.880005,1425.550049,1425.550049,2717060000,77788890000,74460000,756736000,1287784000,1074149152,48237734010,-61204479.46,-670915133.1,-247763915.5,123948330,2044655471,-1215933.979,-471688.6801,4515420.97,3957950.04,91.16193277,4.334414197,4.991982114,-1.205985211,-2.53813863,-1.055750837,0.314060883,3.070069,0,3.20376326,1.59347151,2.010555721,66.78354122,1.59112003,-1.537384905,-1.175523787,0.380346467,0.671270067,11.06,11.31,10.27,10.3,-0.3,-2.830188679,0.125,0.154,0.087,-0.221515152,27.65957447,-9.118541033,3.799392097,6.713025916,5.545802915,-6.434906144,HOLD,0.17149442,
77,12/20/2006,1425.51001,1429.050049,1423.51001,1423.530029,1423.530029,2387630000,75401260000,164715000,-399907000,213066000,1067642303,45867359472,-383430033.9,-587483602.1,-818530997,71906981.29,2041272173,1240399.982,-1158139.952,-681241.0952,4263514.532,88.3100088,-2.851923969,-3.128415427,0.741245114,-1.145726898,-2.053915282,0.537872757,0,2.02002,2.974923028,1.623939259,1.831917672,64.688239,-2.095302219,-0.252091094,-1.391909605,-1.199160626,0.700406843,10.3,10.33,10.03,10.26,-0.04,-0.388349515,-0.17,0.033,0.083,-0.222060606,26.443769,-1.215805471,-5.167173252,1.003039514,3.877579587,-6.175974298,HOLD,-0.07935482,
78,12/21/2006,1423.199951,1426.400024,1415.900024,1418.300049,1418.300049,2322410000,73078850000,-2355020000,-836657000,-879281000,684650121.2,44606633674,-1815550168,-845313213.6,-827387865.9,-184643549.1,2032739752,-5957859.522,-2153816.163,-2621437.404,3130614.831,80.92616839,-7.383840416,-8.361272427,-5.117882192,-2.055597453,-2.381297939,-0.441100079,0,5.22998,2.762428526,1.881513598,1.468194824,59.48455972,-5.203679289,-3.649490754,-1.921888665,-2.125168482,0.135080541,10.36,10.89,10.13,10.53,0.27,2.631578947,0.115,-0.025,0.062,-0.105575758,34.65045593,8.20668693,3.495440729,-0.759878419,1.88449848,-2.172376884,HOLD,-0.519107295,
79,12/22/2006,1418.099976,1418.819946,1410.280029,1410.76001,1410.76001,1647590000,71431260000,-1985000000,-2139530000,-1199118000,302455090.9,43144247323,-1361556074,-1654118586,-1061104477,-474601143.2,2023980750,-8645711.58,-7055658.414,-4153696.544,1539211.712,70.28091837,-10.64525002,-13.15427412,-9.014545219,-7.002688364,-4.33289648,-1.709420007,0,7.540039,2.565112202,2.285693984,1.122246556,52.88012145,-6.604438269,-5.904058779,-4.691393862,-3.1923581,-0.690424542,10.59,11.46,10.59,11.36,0.83,7.882241216,0.55,0.345,0.175,0.042121212,59.87841945,25.22796353,16.71732523,10.48632219,5.319148936,2.601455312,SELL,-0.65214612,
80,12/26/2006,1410.75,1417.910034,1410.449951,1416.900024,1416.900024,1310310000,72741570000,-168640000,-962666000,-1406464000,121912000,44099755318,-253439178,-676519881.3,-1099906953,-631246070.1,2029683578,-1528086.941,-4352478.728,-4723520.901,489613.2444,78.94957169,8.668653327,12.33429148,-0.988298347,-3.872656135,-4.24538126,-1.963637693,6.140014,0,2.820462331,2.122430128,1.328883478,57.06096895,4.180847499,-1.211795385,-2.948624845,-3.125326211,-1.068789227,12.03,12.03,11.24,11.26,-0.1,-0.88028169,0.365,0.383,0.302,0.10230303,56.83890578,-3.039513678,11.09422492,11.64133739,9.179331307,4.279072185,HOLD,0.19136511,
81,12/27/2006,1416.630005,1427.719971,1416.630005,1426.839966,1426.839966,1667370000,74408940000,1488840000,530058000,-232192000,-160834000,45502508828,1179130753,364313345.8,-123657964.3,-583040841.5,2041380635,8699942.785,3162547.898,-283924.9063,-235048.0357,92.98307574,14.03350404,17.77527571,11.35107869,4.483937537,0.736953717,-1.513031705,9.939942,0,3.328996593,1.970827976,1.689136055,62.81333561,5.752366661,4.96660708,1.416717517,-0.617339757,-1.148677878,11.12,11.12,10.59,10.64,-0.62,-5.506216696,-0.36,0.023,0.149,0.118,37.99392097,-18.8449848,-10.94224924,0.699088146,4.52887538,4.480559238,BUY,0.50303649,
82,12/28/2006,1426.77002,1427.26001,1422.050049,1424.72998,1424.72998,1508570000,72900370000,79400000,607470000,262072000,-419721151.5,45545913405,723079043.5,860775175.6,423682096.7,-535715243.1,2039149788,4733105.291,5720417.34,3021995.897,-1180947.804,90.00413511,-2.978940628,-3.203744987,5.527281708,7.320315427,4.085809081,-1.090167238,0,2.109986,3.091211122,1.980767835,1.56061254,60.94684439,-1.866491221,1.94293772,2.995253548,1.28577835,-1.276874809,10.84,11.06,10.73,10.99,0.35,3.289473684,-0.135,-0.173,0.02,0.121575758,48.63221884,10.63829787,-4.103343465,-5.258358663,0.607902736,4.064798117,HOLD,-0.117946637,
83,12/29/2006,1424.709961,1427,1416.839966,1418.300049,1418.300049,1678200000,71222170000,-1593385000,-606677000,-25938000,-602950484.8,44350056533,-576226147.6,79430822.18,385777650.7,-388789367.2,2031575925,-4902355.157,344619.47,2465656.11,-1193895.632,80.92616839,-9.077966721,-10.08616627,-6.028453674,0.295084945,3.234506346,-0.734631176,0,6.429931,2.870410328,2.298565204,1.248783512,55.53151316,-5.415331221,-3.640911221,-0.645485857,0.918865887,-1.260590879,10.95,11.65,10.71,11.56,0.57,5.186533212,0.46,0.125,0.013,0.132424242,65.95744681,17.32522796,13.98176292,3.799392097,0.395136778,4.025052961,SELL,-0.531626645,
